q0_w	q0_x	q0_y	q0_z	q1_w	q1_x	q1_y	q1_z	q2_w	q2_x	q2_y	q2_z	q3_w	q3_x	q3_y	q3_z	q4_w	q4_x	q4_y	q4_z	
0.712322	-0.050956	-0.109866	0.691199	0.928411	-0.013904	-0.021758	0.370450	0.999490	-0.030394	0.000890	-0.002242	0.937648	-0.000419	0.004082	-0.347484	0.741064	-0.039719	0.124810	-0.658438
0.694896	-0.053972	-0.113036	0.708012	0.918995	-0.014755	-0.025226	0.392969	0.999417	-0.033218	0.000793	-0.002190	0.933716	-0.002684	0.004697	-0.357737	0.722882	-0.039216	0.127956	-0.677790
0.677767	-0.057161	-0.116059	0.723731	0.914259	-0.015896	-0.026352	0.403763	0.999374	-0.034076	0.000868	-0.002334	0.930003	-0.003804	0.006474	-0.367303	0.704923	-0.040214	0.130205	-0.696004
0.661301	-0.060440	-0.118445	0.738144	0.909335	-0.018696	-0.029463	0.414444	0.999319	-0.035041	0.001065	-0.002343	0.923086	-0.008437	0.009388	-0.384224	0.668551	-0.041763	0.137946	-0.729476
0.629666	-0.065930	-0.122025	0.764285	0.904912	-0.023641	-0.032011	0.423614	0.999300	-0.036321	0.001161	-0.002343	0.919637	-0.012775	0.010789	-0.392212	0.652226	-0.039859	0.139790	-0.743893
0.614679	-0.067930	-0.123578	0.775968	0.897421	-0.026118	-0.033296	0.438990	0.999209	-0.038467	0.001074	-0.002260	0.916832	-0.014749	0.011543	-0.398737	0.636636	-0.037440	0.138400	-0.757645
0.600052	-0.069445	-0.124281	0.787088	0.894439	-0.026917	-0.033808	0.444916	0.999130	-0.039807	0.001181	-0.002322	0.914677	-0.015064	0.012183	-0.403486	0.620937	-0.039759	0.142084	-0.769800
0.584906	-0.070247	-0.124611	0.798300	0.891915	-0.027408	-0.033687	0.450025	0.999135	-0.040605	0.001176	-0.002286	0.910567	-0.019804	0.015204	-0.412431	0.592136	-0.041074	0.147859	-0.791017
0.553657	-0.071742	-0.127446	0.819711	0.888805	-0.030595	-0.035248	0.455740	0.999079	-0.041208	0.001148	-0.002081	0.908766	-0.021838	0.016915	-0.416277	0.578782	-0.040654	0.151414	-0.800227
0.538625	-0.072138	-0.129071	0.829421	0.882782	-0.039036	-0.039948	0.466315	0.999043	-0.041754	0.001189	-0.002057	0.907246	-0.021877	0.017547	-0.419503	0.566439	-0.038264	0.154191	-0.808605
0.524769	-0.072813	-0.132047	0.837669	0.879847	-0.040765	-0.041543	0.471504	0.999018	-0.042484	0.001380	-0.002259	0.904077	-0.023031	0.020039	-0.426184	0.545690	-0.032596	0.155521	-0.822749
0.512030	-0.072005	-0.133544	0.845411	0.877373	-0.041608	-0.042960	0.475920	0.998997	-0.042768	0.001577	-0.002112	0.902622	-0.024802	0.021901	-0.428959	0.537190	-0.032473	0.158391	-0.827769
0.490423	-0.071570	-0.137034	0.857609	0.874912	-0.044274	-0.044662	0.480058	0.999028	-0.043365	0.001455	-0.001477	0.901632	-0.025964	0.022936	-0.431014	0.529838	-0.031833	0.159172	-0.832369
0.481187	-0.071322	-0.137439	0.862736	0.871153	-0.046833	-0.047224	0.486334	0.998978	-0.043724	0.000994	-0.000574	0.900747	-0.026094	0.023749	-0.432706	0.523377	-0.030965	0.158705	-0.836587
0.472359	-0.071493	-0.137458	0.867606	0.869815	-0.048406	-0.048668	0.488374	0.998989	-0.044038	0.000755	-0.000330	0.900080	-0.026845	0.024832	-0.434061	0.517265	-0.030461	0.160004	-0.840122
0.464958	-0.072622	-0.138847	0.871289	0.868358	-0.050449	-0.050324	0.490670	0.998972	-0.044122	0.000456	-0.000347	0.899023	-0.028872	0.026070	-0.436060	0.507080	-0.025862	0.157872	-0.846884
0.452797	-0.072307	-0.139367	0.877573	0.866533	-0.049221	-0.051066	0.493922	0.998968	-0.044074	0.000270	-0.000362	0.898559	-0.028394	0.026249	-0.436991	0.502928	-0.024194	0.158199	-0.849281
0.445865	-0.071634	-0.140185	0.881093	0.865330	-0.050288	-0.051808	0.495833	0.998952	-0.044026	0.000014	-0.000259	0.898081	-0.027806	0.026413	-0.438055	0.499074	-0.022489	0.158662	-0.851545
0.439442	-0.070982	-0.142180	0.884047	0.863796	-0.052802	-0.053794	0.498076	0.999007	-0.043649	-0.000284	-0.000844	0.896974	-0.028689	0.026520	-0.440214	0.493496	-0.018786	0.159054	-0.854848
0.433101	-0.068955	-0.142567	0.887233	0.862762	-0.053569	-0.054578	0.499666	0.999010	-0.043675	-0.000515	-0.001043	0.896663	-0.028905	0.026847	-0.440851	0.492057	-0.018233	0.159968	-0.855503
0.424836	-0.070091	-0.146178	0.890575	0.860600	-0.055574	-0.057517	0.502838	0.999018	-0.043509	-0.000706	-0.001123	0.896383	-0.029044	0.026940	-0.441345	0.491871	-0.017358	0.159776	-0.855638
0.423398	-0.070694	-0.146947	0.891058	0.859950	-0.055966	-0.058765	0.503720	0.998968	-0.043454	-0.000761	-0.001256	0.896470	-0.027921	0.026622	-0.441288	0.492291	-0.016587	0.158699	-0.855640
0.423454	-0.071332	-0.147647	0.890903	0.859614	-0.055420	-0.059470	0.504330	0.999029	-0.043123	-0.001219	-0.001235	0.896753	-0.027225	0.026587	-0.440791	0.493064	-0.014811	0.157689	-0.855386
0.424332	-0.071025	-0.147771	0.890423	0.859402	-0.054664	-0.059674	0.504754	0.998976	-0.043363	-0.001061	-0.001464	0.896850	-0.026952	0.026655	-0.440639	0.493156	-0.013528	0.157326	-0.855440
0.425546	-0.068478	-0.147106	0.890209	0.859163	-0.052957	-0.059336	0.505355	0.999010	-0.043490	-0.001188	-0.001280	0.896932	-0.026313	0.026354	-0.440478	0.493127	-0.011616	0.156532	-0.855658
0.425484	-0.067420	-0.147213	0.890310	0.858645	-0.053602	-0.059437	0.506128	0.999004	-0.043782	-0.001326	-0.000724	0.896794	-0.026229	0.026276	-0.440724	0.493104	-0.009899	0.156401	-0.855671
0.425287	-0.066404	-0.147276	0.890474	0.858187	-0.054192	-0.059474	0.506837	0.998948	-0.044019	-0.001518	-0.000300	0.896627	-0.026089	0.026626	-0.441026	0.493321	-0.007463	0.155977	-0.855649
0.425168	-0.065338	-0.147446	0.890563	0.857862	-0.053951	-0.059157	0.507406	0.998984	-0.043902	-0.001386	-0.000601	0.896661	-0.025907	0.026552	-0.441095	0.493749	-0.006518	0.155809	-0.855469
0.425369	-0.063145	-0.147616	0.890596	0.857543	-0.054099	-0.058436	0.508050	0.998984	-0.043839	-0.001394	-0.000543	0.896616	-0.025666	0.026369	-0.441097	0.494348	-0.005343	0.155098	-0.855241
0.425624	-0.062813	-0.147774	0.890469	0.857545	-0.053977	-0.058429	0.508048	0.998986	-0.043600	-0.001542	-0.000440	0.896676	-0.024979	0.025872	-0.441041	0.495013	-0.004232	0.154270	-0.855022
0.425912	-0.062609	-0.147806	0.890358	0.857537	-0.054142	-0.058744	0.508046	0.999029	-0.043007	-0.001700	-0.000597	0.896696	-0.024427	0.026104	-0.441119	0.495297	-0.002170	0.153483	-0.854983
0.426235	-0.062288	-0.148070	0.890151	0.857534	-0.053877	-0.059096	0.508037	0.999063	-0.042649	-0.001719	-0.000734	0.896561	-0.024282	0.026146	-0.441385	0.495532	-0.001333	0.153367	-0.854870
0.426788	-0.061578	-0.148988	0.889796	0.857369	-0.053293	-0.059553	0.508335	0.999022	-0.042341	-0.001739	-0.000752	0.896488	-0.023750	0.026008	-0.441542	0.495499	-0.000343	0.152817	-0.855016
0.426722	-0.061198	-0.148893	0.889894	0.857068	-0.053609	-0.060244	0.508714	0.999044	-0.042109	-0.001809	-0.000889	0.896340	-0.023725	0.026426	-0.441779	0.495248	-0.000016	0.153171	-0.855099
0.426277	-0.061255	-0.148944	0.890058	0.856656	-0.054306	-0.060592	0.509295	0.999062	-0.042056	-0.001802	-0.001073	0.896002	-0.023700	0.026751	-0.442438	0.494946	0.001666	0.152604	-0.855322
0.425900	-0.061197	-0.148755	0.890271	0.856314	-0.054532	-0.060668	0.509807	0.999033	-0.042179	-0.001580	-0.001485	0.895930	-0.023664	0.026675	-0.442618	0.495005	0.002399	0.152300	-0.855349
0.425042	-0.060572	-0.148348	0.890790	0.855629	-0.055481	-0.060666	0.510902	0.999037	-0.042611	-0.001403	-0.001822	0.895829	-0.024003	0.026479	-0.442812	0.495217	0.003001	0.151458	-0.855412
0.424891	-0.060303	-0.148204	0.890950	0.855403	-0.055536	-0.060609	0.511223	0.999053	-0.042797	-0.001248	-0.002109	0.895883	-0.024420	0.026550	-0.442719	0.495322	0.003057	0.150854	-0.855440
0.424758	-0.059974	-0.148171	0.891033	0.855293	-0.055777	-0.060564	0.511479	0.999014	-0.043631	-0.001285	-0.001525	0.895921	-0.025507	0.026944	-0.442540	0.495742	0.002904	0.149960	-0.855373
0.424729	-0.059784	-0.148179	0.891042	0.855110	-0.056377	-0.060659	0.511682	0.998969	-0.043989	-0.001334	-0.001270	0.895976	-0.025555	0.026825	-0.442460	0.496002	0.003500	0.149302	-0.855366
